人口総数,"15歳未満人口","15〜64歳人口","65歳以上人口",出生数,死亡数,転入者数,転出者数,昼間人口,"高齢単身世帯数",婚姻件数,離婚件数,政府統計の総合窓口より2012年の人口状況
70940,9554,40393,20411,585,838,1823,1955,74651,2738,334,121,日田市　　　　
76951,8953,42889,24825,517,924,1573,1966,79672,4231,318,151,佐伯市　　　　
41469,4828,23145,13480,275,561,1030,1081,41297,1985,175,66,臼杵市　　　　
19917,2111,11119,6686,103,263,426,583,20909,1195,64,32,津久見市　　　
24423,2289,12135,9954,152,406,618,808,27614,1631,98,29,竹田市　　　　
23906,2654,12944,8271,141,366,632,665,24891,1576,100,42,豊後高田市　　
32083,3792,18035,10075,278,455,1196,1316,32868,1507,157,53,杵築市　　　　
59008,7464,33365,18063,483,869,1590,1691,58767,3336,265,103,宇佐市　　　　
39452,4333,20391,14720,242,589,1006,1118,39840,2306,160,66,豊後大野市　　
34702,4504,20132,10066,304,389,1501,1534,33909,1367,178,84,由布市　　　　
32002,3473,16766,11601,187,512,825,1208,35559,1874,131,44,国東市　　　　
2189,213,1170,806,18,35,52,74,2269,131,6,3,姫島村　　　　
28221,4182,17022,6951,251,253,1226,1092,24652,924,129,58,日出町　　　　
10421,1145,5415,3861,72,172,279,312,10422,487,55,15,九重町　　　　
17054,2203,9639,5201,151,205,619,816,18049,758,85,27,玖珠町　　　　
400583,58326,254185,85048,3888,3260,14561,14303,403641,16074,2272,888,宮崎市　　　　
169602,23988,100993,44009,1610,1880,5673,5631,176633,9165,950,394,都城市　　　　
131182,18294,77004,35699,1121,1423,3493,3930,136415,6269,642,311,延岡市　　　　
57689,6973,32786,17902,423,737,1574,1786,60369,3241,267,122,日南市　　　　
48270,6285,27286,14566,378,550,1564,1746,49529,2751,237,107,小林市　　　　
63223,9245,38055,15653,592,609,2028,2073,63358,2608,339,139,日向市　　　　
20453,2356,10733,7315,141,324,614,745,21134,1555,100,39,串間市　　　　
32614,4364,18588,9658,271,405,1004,1107,32711,1597,160,49,西都市　　　　
21606,2492,11587,7470,154,346,730,882,22969,1572,102,47,えびの市　　　
24800,4017,15108,5655,254,221,1000,1036,20017,1139,113,62,三股町　　　　
10000,1152,5495,3351,75,141,257,341,9710,637,36,12,高原町　　　　
20909,2646,12475,5783,127,256,652,751,20348,981,89,46,国富町　　　　
7224,970,4162,2092,53,119,291,283,6814,397,23,9,綾町　　　　　
21733,2952,13226,5467,221,259,1052,1403,22403,951,112,42,高鍋町　　　　
18092,2725,11285,4082,174,172,889,1062,17277,578,119,44,新富町　　　　
1241,137,589,515,10,22,64,51,1402,118,10,4,西米良村　　　
5177,687,2919,1571,47,67,235,178,5858,251,21,13,木城町　　　　
17009,2537,9973,4491,146,213,498,600,16870,637,81,36,川南町　　　　
11137,1471,6345,3321,75,148,335,402,10635,495,63,21,都農町　　　　
18854,2813,11050,4991,173,217,591,608,17171,763,75,43,門川町　　　　
1882,237,929,716,10,36,66,89,2237,90,5,2,諸塚村　　　　
3092,377,1541,1174,20,55,93,163,3569,161,10,3,椎葉村　　　　
6248,634,2928,2686,37,121,196,267,6678,432,19,11,美郷町　　　　
13723,1739,7236,4746,111,223,434,548,15182,588,52,28,高千穂町　　　
4463,502,2117,1844,27,94,94,136,4835,250,13,5,日之影町　　　
4427,669,2259,1496,32,61,169,183,4393,160,13,8,五ケ瀬町　　　
605846,84416,388674,127446,5751,5093,22217,21685,616201,27635,3431,1202,鹿児島市　　　
105070,16032,62717,25980,1127,1090,4980,4870,107737,5800,598,252,鹿屋市　　　　
23638,2707,13409,7522,160,364,682,744,24466,1961,98,36,枕崎市　　　　
23154,2658,12370,8125,148,365,679,822,24478,1820,89,38,阿久根市　　　
55621,7977,32426,15176,502,703,1796,2079,58860,3308,261,106,出水市　　　　
44396,5373,24765,14248,346,652,1421,1461,45758,3439,202,83,指宿市　　　　
16951,2379,9316,5254,131,225,710,828,18108,1324,53,34,西之表市　　　
17248,1773,9434,6041,97,295,528,684,17861,1420,69,23,垂水市　　　　
99589,14382,58030,26896,945,1197,3607,3963,103829,6130,489,171,薩摩川内市　　
50822,6611,29407,14801,352,604,2100,2059,49388,3203,188,75,日置市　　　　
39221,4468,21145,13587,257,630,1268,1546,40554,3255,152,70,曽於市　　　　
127487,19305,78871,28489,1234,1278,5614,6099,129484,6495,765,295,霧島市　　　　
31144,3881,18204,9057,228,363,960,1153,31395,1877,127,53,いちき串木野市
38704,4350,20811,13528,266,598,1421,1738,41595,3355,150,37,南さつま市　　
33034,4483,18511,10008,278,488,1267,1380,35518,2408,165,76,志布志市　　　
46121,7003,27197,11913,398,559,2393,2605,49930,2964,219,102,奄美市　　　　
39065,4661,21034,13352,269,616,1051,1342,42663,3086,163,56,南九州市　　　
29304,3431,15440,10429,226,507,876,1069,31387,2432,130,59,伊佐市　　　　
74809,10575,44802,19388,623,776,3723,3276,67505,4122,348,140,姶良市　　　　
418,71,220,127,3,3,77,77,470,41,3,0,三島村　　　　
657,72,361,224,1,6,73,86,695,86,2,0,十島村　　　　
24109,2848,12737,8524,197,414,771,866,25898,1836,85,45,さつま町　　　
11105,1581,5974,3550,91,185,342,354,11291,721,45,13,長島町　　　　
11595,1275,6255,4065,71,177,346,485,12504,902,42,30,湧水町　　　　
14215,1657,7964,4574,103,203,491,581,14396,1217,64,38,大崎町　　　　
6802,853,3645,2304,47,105,270,237,6639,614,26,14,東串良町　　　
8987,995,4390,3587,62,174,283,429,9785,757,30,16,錦江町　　　　
8815,871,4123,3821,54,155,253,353,9772,964,17,11,南大隅町　　　
17160,1898,8969,6288,112,237,594,658,17444,1584,51,30,肝付町　　　　
8696,1172,4550,2974,59,109,357,404,9202,783,45,18,中種子町　　　
6218,859,3451,1908,42,88,309,372,6886,482,25,13,南種子町　　　
13589,2001,7779,3806,123,175,790,691,13795,922,65,21,屋久島町　　　
1765,222,903,640,7,23,96,101,1849,188,6,4,大和村　　　　
1932,220,995,717,13,31,141,128,2136,230,9,1,宇検村　　　　
9874,1249,5269,3356,80,140,541,584,10866,976,37,21,瀬戸内町　　　
6078,972,3322,1782,61,103,387,391,5686,386,22,16,龍郷町　　　　
8169,1184,4299,2684,54,135,406,416,8606,693,29,12,喜界町　　　　
12090,1996,6800,3294,122,166,764,878,13187,864,43,30,徳之島町　　　
6653,1007,3551,2095,45,99,326,291,7207,493,21,17,天城町　　　　
6844,976,3478,2390,62,102,362,393,6809,603,31,20,伊仙町　　　　
7114,1145,3883,2068,74,99,421,439,7427,421,26,26,和泊町　　　　
6806,1030,3751,2025,59,101,367,392,7163,417,31,14,知名町　　　　
5327,760,2918,1649,40,65,313,349,5729,229,23,8,与論町　　　　
315954,51267,205012,55644,3362,2262,15019,15733,345577,11367,2031,782,那覇市　　　　
91928,16546,60864,13428,1275,479,4863,5299,83612,2276,689,254,宜野湾市　　　
46922,8637,30180,7989,656,321,2634,2809,45157,1465,391,142,石垣市　　　　
110351,21264,72687,15846,1535,573,5464,5699,110121,2504,756,270,浦添市　　　　
60231,10401,38132,10227,730,417,2822,2910,63165,1782,398,192,名護市　　　　
57320,10727,37097,9480,733,437,2799,2814,51665,1331,317,124,糸満市　　　　
130249,24925,85013,20137,1759,842,5868,5819,123597,3927,889,352,沖縄市　　　　
57261,11475,37545,8241,849,286,3765,3255,44763,874,402,156,豊見城市　　　
116979,21174,75316,20445,1363,859,4522,4109,104187,2896,691,316,うるま市　　　
52039,8685,31230,12073,565,603,2407,2517,53531,2347,306,154,宮古島市　　　
39758,6459,24879,8415,365,380,1796,1651,32307,1011,206,69,南城市　　　　
5188,697,3062,1429,36,73,228,249,5407,322,22,19,国頭村　　　　
3221,361,1867,993,18,48,145,146,3655,213,11,7,大宜味村　　　
1794,247,1083,464,10,22,135,120,1837,80,6,4,東村　　　　　
9257,1375,5425,2457,98,106,389,379,8930,469,43,23,今帰仁村　　　
13870,1878,8581,3411,119,178,527,627,14148,587,75,27,本部町　　　　
10144,1528,6567,2017,100,80,682,608,11694,279,66,30,恩納村　　　　
5331,1009,3196,1126,75,70,273,236,5166,178,33,11,宜野座村　　　
11066,1876,6632,2558,136,113,495,449,10484,574,89,22,金武町　　　　
4737,665,2809,1263,41,51,208,219,4970,237,25,12,伊江村　　　　
38200,7215,24609,6370,438,251,1580,1331,31373,693,225,101,読谷村　　　　
13827,2399,8515,2898,129,105,634,589,15445,517,83,39,嘉手納町　　　
27264,5034,17717,4360,337,130,1741,1639,27976,664,233,95,北谷町　　　　
15951,2786,9943,3220,181,107,861,946,14566,332,92,41,北中城村　　　
17680,2904,11757,2913,173,105,1328,950,13692,284,99,20,中城村　　　　
34766,6266,23590,4867,389,195,1986,2081,40581,577,201,83,西原町　　　　
16318,3035,10546,2737,186,118,1557,948,14212,426,91,32,与那原町　　　
35244,6908,23054,5224,510,201,1847,1891,32416,497,200,91,南風原町　　　
760,128,486,146,5,10,81,72,816,35,3,1,渡嘉敷村　　　
865,151,513,201,13,5,84,110,1111,61,6,1,座間味村　　　
863,118,454,291,10,11,47,73,939,63,5,1,粟国村　　　　
452,35,266,151,1,10,31,36,537,38,2,0,渡名喜村　　　
1442,237,904,301,16,9,94,102,1471,63,5,2,南大東村　　　
665,109,449,103,4,4,74,60,596,27,2,0,北大東村　　　
1385,258,773,349,16,17,46,77,1492,68,5,6,伊平屋村　　　
1589,264,871,454,16,33,68,118,1773,110,9,0,伊是名村　　　
8519,1374,4959,2135,95,108,431,539,9240,368,42,22,久米島町　　　
26681,4726,17247,4704,312,237,1382,1178,21056,529,186,57,八重瀬町　　　
1231,268,641,322,14,14,54,69,1374,67,5,3,多良間村　　　
3859,601,2461,797,56,40,421,487,4360,197,33,16,竹富町　　　　
1657,301,1028,321,18,13,143,171,1808,55,16,2,与那国町　　　
