人口総数,"15歳未満人口","15〜64歳人口","65歳以上人口",出生数,死亡数,転入者数,転出者数,昼間人口,"高齢単身世帯数",婚姻件数,離婚件数,政府統計の総合窓口より2012年の人口状況
78751,8489,52461,16996,608,561,4622,4793,57386,3941,522,112,狛江市　　　　
83068,11624,53220,18058,741,632,3737,3290,64274,3123,427,179,東大和市　　　
74104,9501,45968,18375,536,629,3687,3364,60733,3520,317,124,清瀬市　　　　
116546,14942,74004,27289,879,835,5289,5480,90315,5400,581,244,東久留米市　　
70053,10877,44578,14593,642,489,3227,2880,59591,2273,355,192,武蔵村山市　　
147648,17734,98996,30907,1160,963,6624,7379,137622,5352,753,281,多摩市　　　　
84835,12954,56784,14660,761,487,5089,3861,58913,2429,493,155,稲城市　　　　
57032,8048,37677,11133,513,419,2549,2537,55966,1742,301,116,羽村市　　　　
80868,11365,50131,19199,668,784,2857,2599,67814,2216,412,167,あきる野市　　
196511,24117,132419,39972,1463,1298,12930,10498,148056,7673,1017,309,西東京市　　　
33497,4650,21736,7067,219,307,1168,1210,36088,873,148,90,瑞穂町　　　　
16650,1959,9816,4875,118,273,865,478,13965,369,68,23,日の出町　　　
2558,184,1264,1110,13,72,98,101,2566,142,9,6,檜原村　　　　
6045,422,3125,2498,14,179,194,166,6205,353,17,6,奥多摩町　　　
8461,989,4792,2680,58,138,439,472,8789,799,32,16,大島町　　　　
341,46,225,69,3,2,41,17,327,20,1,0,利島村　　　　
2883,333,1556,994,15,42,137,122,3199,191,11,3,新島村　　　　
1889,277,1094,518,16,26,98,95,2076,75,9,3,神津島村　　　
2676,188,1536,940,22,42,192,177,2519,318,21,4,三宅村　　　　
348,61,239,48,3,2,29,25,312,22,4,0,御蔵島村　　　
8231,957,4629,2643,52,138,387,417,8927,727,34,29,八丈町　　　　
201,35,144,21,0,2,29,29,245,12,2,0,青ヶ島村　　　
2785,420,2109,256,40,9,271,313,2782,97,16,2,小笠原村　　　
272178,35494,185528,49012,2513,2118,15221,13904,244497,10846,1950,609,　横浜市鶴見区　　　　
233429,26707,160983,43918,1999,1641,14557,13933,220635,9796,1757,459,　神奈川区　　　
94867,9845,66286,17513,884,752,7382,6548,165178,4328,801,219,　西区　　　　　
146033,15174,93903,29346,1049,1315,9063,8828,250485,7092,1055,408,　中区　　　　　
196153,21566,128769,44395,1397,1786,10637,10042,146969,10866,1245,525,　南区　　　　　
206634,25126,134744,45656,1445,1690,9473,9993,164348,8495,1094,372,　保土ケ谷区　　
163237,19543,105578,37478,1376,1319,7683,8412,128951,7823,887,329,　磯子区　　　　
209274,26612,135992,45550,1627,1526,8013,8726,191145,7451,1032,365,　金沢区　　　　
329471,40973,231711,54557,3312,1856,21455,21142,285465,10326,2839,605,　港北区　　　　
274324,39337,179316,55080,2555,1791,12726,12420,222150,8190,1505,457,　戸塚区　　　　
221411,28400,143845,49132,1851,1550,9743,10108,167649,7993,1126,348,　港南区　　　　
251086,31934,157710,60847,1980,2040,10146,9869,188739,9828,1278,481,　旭区　　　　　
177631,25869,117001,34523,1688,1071,8923,8944,135432,5008,1076,296,　緑区　　　　　
126913,18329,79458,28868,1064,985,5192,5442,98294,4337,682,285,　瀬谷区　　　　
124866,16530,77775,30287,1051,815,6190,6080,89874,4328,666,201,　栄区　　　　　
155698,21716,98446,34994,1359,1127,6088,6270,111704,4602,787,282,　泉区　　　　　
304297,46505,209212,48278,2796,1377,17119,16904,218794,6971,1691,507,　青葉区　　　　
201271,36602,134128,26782,2165,785,12271,10536,174835,3736,1114,386,　都筑区　　　　
217328,25380,146075,43138,1794,2000,11463,10405,257521,10573,1595,590,　川崎市川崎区　　　　
154212,19378,103779,29601,1578,1229,9220,8042,128255,6413,1136,280,　幸区　　　　　
233925,29780,169555,31946,2696,1260,17941,17211,190372,6683,2340,396,　中原区　　　　
217360,29469,153630,32224,2378,1187,14869,14604,163541,6337,1775,447,　高津区　　　　
213894,25562,152184,33520,2075,1122,13378,13960,154901,6249,1766,368,　多摩区　　　　
218867,32682,149902,34873,2248,1101,14311,13121,145647,5781,1238,392,　宮前区　　　　
169926,23320,113415,31996,1507,884,9744,8805,114199,5170,923,240,　麻生区　　　　
418325,51670,261078,105576,2994,3910,13812,13763,386156,17374,2118,842,横須賀市　　　
260780,34513,171018,55159,2108,2054,7850,8029,261629,8270,1416,526,平塚市　　　　
174314,20944,105184,48108,1286,1623,7427,6567,162488,8201,827,328,鎌倉市　　　　
409657,56633,271709,81310,3577,2725,17843,14924,375800,13511,2482,784,藤沢市　　　　
198327,25357,125796,46471,1525,1797,6044,5812,194562,7109,959,339,小田原市　　　
235081,32813,151477,50189,1986,1700,8378,7636,179952,7843,1273,484,茅ヶ崎市　　　
58302,7147,34903,16249,397,569,2363,2101,45498,2985,273,93,逗子市　　　　
48352,5132,28953,14238,251,507,1272,1507,41392,2034,224,86,三浦市　　　　
170145,21281,113277,34575,1228,1174,5379,5289,139249,4888,804,336,秦野市　　　　
224420,30734,152804,40201,1882,1374,8340,9071,254496,5300,1316,475,厚木市　　　　
228186,30352,151380,43610,2159,1519,10596,10268,192055,7242,1579,530,大和市　　　　
101039,13785,67245,19824,882,670,4190,4139,91703,2654,630,155,伊勢原市　　　
127707,18215,85167,23964,1117,773,5397,5293,113136,3039,759,244,海老名市　　　
129436,16912,86940,24906,1075,834,6078,5865,103284,3999,748,297,座間市　　　　
44020,6032,27310,10651,309,353,1514,1483,39991,1108,228,81,南足柄市　　　
83167,11972,53854,17238,706,535,3748,3471,78089,2050,439,197,綾瀬市　　　　
32766,4476,19338,8949,228,309,1518,1181,22543,1213,118,57,葉山町　　　　
47672,6643,31410,9527,406,352,1684,1740,44743,1166,263,101,寒川町　　　　
33032,4051,20150,8810,193,316,1295,1117,24824,1182,136,49,大磯町　　　　
29522,3552,17979,7967,184,266,991,953,21931,1123,119,48,二宮町　　　　
10010,1270,6295,2439,71,99,322,333,12965,188,40,10,中井町　　　　
17972,2922,11500,3550,164,115,591,783,16414,314,77,28,大井町　　　　
11676,1255,7285,3118,76,128,423,451,11293,460,59,14,松田町　　　　
11764,1202,7237,3325,65,150,253,325,10986,340,50,16,山北町　　　　
16369,2629,10217,3518,166,105,605,522,14309,329,75,37,開成町　　　　
13853,1131,8757,3828,73,168,1062,1092,20354,907,66,28,箱根町　　　　
8212,733,4782,2697,36,112,216,230,6301,463,29,11,真鶴町　　　　
26848,2846,15256,8722,142,365,1051,979,23788,1716,107,54,湯河原町　　　
42089,5596,28125,8305,264,326,1395,1400,41002,998,176,127,愛川町　　　　
3459,362,2225,871,23,24,113,174,3092,102,8,6,清川村　　　　
282674,37312,172717,71710,2250,2868,5820,6489,296357,6754,1393,370,長岡市　　　　
102292,13143,61806,26622,825,1064,1693,2078,108732,2327,452,146,三条市　　　　
91451,11081,55311,24844,651,1092,1984,2354,95929,2911,411,126,柏崎市　　　　
101202,12545,61747,26574,725,1044,2371,2450,102121,2563,482,141,新発田市　　　
38600,5073,22572,10935,321,453,755,822,41054,786,159,58,小千谷市　　　
29762,3507,17708,8532,157,342,463,623,29889,902,112,32,加茂市　　　　
58911,7282,32623,18937,388,766,996,1225,60803,1551,229,83,十日町市　　　
41862,5362,25466,10913,306,466,857,909,37093,844,165,52,見附市　　　　
66427,7881,37524,20942,384,942,1078,1302,68487,2241,232,85,村上市　　　　
81876,10835,50388,20427,669,794,1656,1721,83941,1684,349,134,燕市　　　　　
47702,5591,26353,15702,344,710,725,1004,49345,1949,184,48,糸魚川市　　　
35457,4346,20407,10631,242,490,831,1019,37256,1032,148,46,妙高市　　　　
54550,6635,32462,15422,369,643,854,994,51208,1406,219,70,五泉市　　　　
203899,27584,120754,53542,1646,2123,4150,4503,207150,5349,990,297,上越市　　　　
45560,5831,27746,11958,300,481,762,927,41586,821,210,57,阿賀野市　　　
62727,7041,32515,23081,434,1012,1018,1292,67459,3440,210,81,佐渡市　　　　
40361,5202,23184,11974,269,551,630,932,42230,1013,142,61,魚沼市　　　　
61624,8348,37091,16040,474,727,1320,1392,62415,1038,258,97,南魚沼市　　　
31424,3811,18518,8971,221,390,672,723,32124,700,124,42,胎内市　　　　
13724,2082,8661,2973,136,129,517,514,17178,152,68,16,聖籠町　　　　
8582,1189,5346,2047,78,82,173,172,7651,167,39,8,弥彦村　　　　
12791,1498,7875,3411,78,148,258,280,10023,286,47,21,田上町　　　　
13303,1311,6471,5517,62,233,201,306,14064,786,36,10,阿賀町　　　　
4907,480,2604,1821,23,109,112,133,4731,232,15,2,出雲崎町　　　
8396,904,4937,2490,50,119,357,378,10221,355,29,19,湯沢町　　　　
10881,1185,5624,4062,60,159,186,229,11382,352,29,14,津南町　　　　
4800,586,2926,1266,30,53,147,157,4773,109,26,7,刈羽村　　　　
6438,697,3432,2309,32,94,132,175,6043,203,26,7,関川村　　　　
366,20,183,163,2,8,15,14,442,20,2,1,粟島浦村　　　
421953,55872,260790,102601,3477,4023,9718,9022,446588,13164,2157,755,富山市　　　　
176061,21773,105985,47565,1328,1952,3796,4186,185604,5388,791,281,高岡市　　　　
44959,5620,26725,12440,324,526,1057,1263,46858,1497,184,54,魚津市　　　　
51726,5877,29972,15864,319,662,692,930,45843,1479,207,79,氷見市　　　　
33676,4855,20586,8235,283,311,888,847,31599,857,172,45,滑川市　　　　
41852,5569,25091,11108,358,428,1018,1067,44496,1189,175,52,黒部市　　　　
49410,7278,29899,12103,402,469,1332,1136,47659,897,258,63,砺波市　　　　
32067,3669,18981,9394,199,376,476,624,31708,643,135,47,小矢部市　　　
54724,6435,31230,17018,349,701,826,1127,56205,1498,199,54,南砺市　　　　
93588,13315,57654,22399,767,917,2248,2261,89798,2085,404,148,射水市　　　　
2967,647,1812,508,43,33,120,70,2061,30,8,3,舟橋村　　　　
21965,2679,13084,6199,125,242,393,479,20242,686,97,39,上市町　　　　
27466,3719,16574,7164,198,297,556,556,22108,661,90,31,立山町　　　　
27182,3279,16164,7727,182,347,478,601,24714,747,99,35,入善町　　　　
13651,1349,7525,4777,72,196,227,302,12491,620,48,13,朝日町　　　　
462361,62258,297230,96462,4178,3751,15286,14233,493849,14813,2628,790,金沢市　　　　
57900,6932,33807,17118,416,747,1086,1357,63809,2205,234,94,七尾市　　　　
108433,15900,66257,25350,930,1052,2429,2788,109781,2788,556,163,小松市　　　　
29858,2849,15600,11357,152,490,647,907,32536,1801,91,31,輪島市　　　　
16300,1515,8080,6699,75,302,240,378,18133,1043,49,8,珠洲市　　　　
71887,8954,42810,20027,518,860,1387,1752,71469,3075,363,131,加賀市　　　　
23032,2674,13228,7101,134,303,444,639,23880,849,90,27,羽咋市　　　　
34651,5091,21084,8459,265,323,750,800,30981,739,151,53,かほく市　　　
110459,16950,70512,22807,944,863,2860,2941,103691,2083,551,191,白山市　　　　
48680,8061,30436,10104,485,426,1367,1218,44136,897,216,69,能美市　　　　
6147,1262,3779,1106,74,37,185,141,6107,54,19,3,川北町　　　　
51885,7536,35400,7908,628,284,3269,2847,47617,967,377,101,野々市町　　　
36940,6075,24079,6730,332,300,919,953,27804,660,171,61,津幡町　　　　
26927,3971,17465,5241,208,202,863,777,19514,649,122,47,内灘町　　　　
22216,2402,12233,7576,157,332,384,500,22919,872,61,26,志賀町　　　　
14277,1796,8315,4166,81,216,237,340,12971,437,52,15,宝達志水町　　
18535,2444,10578,5513,144,236,334,367,16099,595,69,25,中能登町　　　
9735,860,5025,3834,48,163,248,316,10736,541,35,10,穴水町　　　　
19565,1753,10033,7779,80,359,274,478,21083,1130,52,18,能登町　　　　
266796,36175,160531,64071,2488,2523,6251,6597,297405,7506,1519,481,福井市　　　　
67760,9832,41760,15500,641,610,1969,1775,69500,2321,375,160,敦賀市　　　　
31340,4254,18249,8695,246,355,832,841,33322,1160,155,59,小浜市　　　　
35291,4314,20288,10689,221,452,529,740,35103,986,130,48,大野市　　　　
25466,3013,14685,7739,196,344,326,498,24520,697,104,25,勝山市　　　　
67450,10543,41430,15371,657,578,1532,1478,64054,1311,326,117,鯖江市　　　　
29989,3707,18298,7959,216,396,680,768,29167,875,126,43,あわら市　　　
85614,12270,52353,20757,709,767,1527,1696,89502,1869,374,106,越前市　　　　
91900,14166,56740,20775,841,810,1978,2177,81662,1736,440,149,坂井市　　　　
20647,2730,12745,5039,151,250,471,492,17848,431,82,26,永平寺町　　　
3046,278,1530,1238,24,57,41,82,2998,148,11,2,池田町　　　　
11551,1504,6563,3484,61,177,194,268,9403,376,56,17,南越前町　　　
23160,3156,13587,6354,182,253,423,524,19912,533,105,28,越前町　　　　
10563,1224,6241,3082,80,158,300,367,10604,377,57,12,美浜町　　　　
11062,1624,6492,2941,103,156,314,369,11244,361,57,28,高浜町　　　　
8580,1226,4893,2353,95,99,218,259,9374,285,42,4,おおい町　　　
16099,2176,9024,4895,131,202,330,394,15838,384,58,22,若狭町　　　　
198992,25361,122624,48953,1569,1854,7354,7214,231218,8956,1078,442,甲府市　　　　
50619,7052,31397,11884,393,454,1336,1716,51632,1340,262,82,富士吉田市　　
33588,4274,21612,7569,204,319,1060,1159,33617,876,149,76,都留市　　　　
36832,4908,21680,10144,254,440,928,1025,34656,1367,163,65,山梨市　　　　
28120,2885,16935,8293,126,354,528,900,27665,983,105,44,大月市　　　　
32477,4441,20215,7509,200,311,1062,1094,35113,1008,122,58,韮崎市　　　　
72635,11320,45725,15531,618,647,1933,1916,65304,1549,303,128,南アルプス市　
46968,5261,27054,14639,263,643,1525,1311,47895,2265,182,57,北杜市　　　　
73807,11346,48157,13986,794,510,3138,3190,57946,1865,473,185,甲斐市　　　　
70529,9960,43189,17092,624,707,2246,2162,66591,2109,408,157,笛吹市　　　　
27114,2968,17017,7118,145,283,620,828,27335,826,85,34,上野原市　　　
33927,4428,19535,9962,207,417,758,933,32649,1165,143,64,甲州市　　　　
31322,4640,20658,5638,278,224,1166,1251,31932,625,161,72,中央市　　　　
17111,2001,9591,5519,88,227,432,388,15992,753,40,24,市川三郷町　　
1246,89,564,593,2,35,38,84,1693,193,2,1,早川町　　　　
14462,1254,7515,5690,73,256,285,425,16377,998,42,15,身延町　　　　
9011,879,5094,3038,48,125,156,302,8765,383,31,9,南部町　　　　
16307,2059,9466,4735,110,226,391,512,15706,662,70,31,富士川町　　　
17653,2890,11403,2881,184,118,1100,988,22000,346,135,36,昭和町　　　　
1919,221,1170,528,14,31,48,63,1641,43,11,4,道志村　　　　
4541,672,2848,1021,35,41,141,132,3795,67,18,6,西桂町　　　　
8635,1434,5922,1279,96,63,380,356,9427,77,71,16,忍野村　　　　
5324,718,3319,1285,36,34,221,313,5817,107,28,10,山中湖村　　　
2964,433,1789,742,23,34,132,113,3172,77,16,6,鳴沢村　　　　
25471,3737,16231,5302,234,204,1053,994,24423,562,122,34,富士河口湖町　
816,66,417,333,3,14,19,37,993,57,3,1,小菅村　　　　
685,40,328,317,0,15,24,36,752,59,3,1,丹波山村　　　
381511,53588,231802,94675,3300,3342,10548,10908,403746,12151,2041,608,長野市　　　　
243037,34169,150582,57352,2204,2130,9355,8976,262026,7647,1497,475,松本市　　　　
159597,21916,95202,41454,1228,1654,3854,3929,168080,5461,781,320,上田市　　　　
52841,7260,30538,14975,416,501,1309,1628,54855,1832,274,107,岡谷市　　　　
105335,14797,60471,29527,919,1201,2561,2840,113198,3472,552,183,飯田市　　　　
51200,7178,31034,12865,456,479,1809,2060,57865,1850,350,116,諏訪市　　　　
52168,7248,31099,13752,396,538,1331,1407,51855,1554,223,95,須坂市　　　　
43997,5857,26617,11506,379,456,1301,1397,43539,1599,213,110,小諸市　　　　
71093,10235,41919,18929,617,720,1920,2224,72274,2344,364,118,伊那市　　　　
33693,4895,19710,8779,318,408,1140,1106,35163,946,150,62,駒ヶ根市　　　
45638,6450,27381,11700,378,484,1148,1238,46512,1056,197,77,中野市　　　　
29801,3720,16906,9120,189,381,794,1003,31671,1202,118,64,大町市　　　　
23545,2934,13311,7282,135,293,503,638,25112,741,73,29,飯山市　　　　
56391,8244,34337,13509,505,461,1834,1872,55727,1670,299,119,茅野市　　　　
67670,9469,42161,15993,561,548,2485,2396,66480,1632,399,160,塩尻市　　　　
100552,14407,60019,25985,808,1096,3051,3004,100973,3304,500,184,佐久市　　　　
62068,8345,36648,17004,427,682,1423,1491,58471,1876,265,129,千曲市　　　　
30696,4345,18527,7817,280,314,839,946,29199,887,142,59,東御市　　　　
96479,13430,57976,25003,705,992,3035,2714,88768,2547,432,174,安曇野市　　　
5180,553,2794,1833,36,78,143,169,5796,209,12,7,小海町　　　　
4972,618,3204,1141,23,44,83,136,4780,101,18,5,川上村　　　　
3528,452,2152,923,24,41,115,97,3714,85,11,2,南牧村　　　　
1121,142,557,422,4,8,48,47,1035,73,4,1,南相木村　　　
842,70,433,339,2,11,21,36,777,59,4,2,北相木村　　　
12069,1450,6772,3847,76,180,264,314,10717,468,53,22,佐久穂町　　　
19018,2453,11766,4739,127,187,1126,906,20401,809,96,35,軽井沢町　　　
14738,2219,9219,3265,112,145,737,640,13313,349,65,35,御代田町　　　
7707,942,4489,2276,49,101,199,213,7474,227,31,15,立科町　　　　
4609,557,2500,1551,29,81,86,115,4092,158,9,3,青木村　　　　
6780,744,3727,2309,46,98,163,199,6335,315,24,9,長和町　　　　
21532,2635,12008,6879,154,262,726,787,21480,1040,116,40,下諏訪町　　　
15338,1942,8730,4568,110,193,564,509,17064,582,66,22,富士見町　　　
7573,1003,4535,2035,54,79,295,215,6135,204,34,11,原村　　　　　
20909,2716,11871,6316,144,235,495,530,19902,703,99,35,辰野町　　　　
26214,3815,16223,6176,238,238,769,726,25755,564,146,33,箕輪町　　　　
9902,1172,5712,3018,58,126,309,292,9741,266,32,18,飯島町　　　　
14543,2336,9285,2877,159,103,616,622,13043,273,85,31,南箕輪村　　　
5074,646,2892,1536,32,65,111,153,4216,129,24,9,中川村　　　　
8974,1485,5277,2203,92,92,286,280,8824,224,36,18,宮田村　　　　
13676,1910,7835,3931,97,144,369,373,12989,311,54,18,松川町　　　　
13216,2107,7470,3633,127,148,439,394,11719,301,74,26,高森町　　　　
5455,578,2696,2180,25,113,158,158,6002,243,14,12,阿南町　　　　
7036,977,3885,2163,42,90,217,252,7679,258,40,9,阿智村　　　　
563,64,280,219,3,8,40,33,698,49,2,1,平谷村　　　　
1129,101,521,507,3,16,31,38,1174,74,2,0,根羽村　　　　
4200,699,2299,1202,35,58,110,146,3748,94,15,4,下條村　　　　
656,70,293,293,1,14,30,46,721,45,2,1,売木村　　　　
1657,102,659,896,3,40,57,66,1880,181,5,2,天龍村　　　　
1910,224,970,716,8,36,66,69,1720,101,8,3,泰阜村　　　　
6692,969,3671,2048,46,85,143,163,5812,186,28,9,喬木村　　　　
6819,963,3796,2060,55,74,155,176,5840,143,26,8,豊丘村　　　　
1160,95,467,598,6,20,41,44,1336,97,3,2,大鹿村　　　　
5245,564,2775,1906,31,99,150,231,5618,323,16,8,上松町　　　　
4810,526,2500,1778,47,83,115,181,5184,284,22,6,南木曽町　　　
3134,333,1699,1102,14,50,93,101,2789,119,15,6,木祖村　　　　
965,102,523,340,5,15,37,51,1105,68,3,0,王滝村　　　　
4145,482,2143,1520,22,68,98,133,4158,183,15,7,大桑村　　　　
12743,1413,6862,4458,87,186,443,456,14613,669,41,15,木曽町　　　　
2970,297,1467,1206,10,60,75,71,2803,140,5,1,麻績村　　　　
1953,193,989,771,10,28,54,66,1788,117,3,1,生坂村　　　　
8425,1299,5225,1901,61,85,283,242,6713,125,31,19,山形村　　　　
4741,662,2818,1260,28,35,104,118,4071,90,19,9,朝日村　　　　
5172,518,2733,1921,24,72,103,174,4391,219,26,3,筑北村　　　　
10329,1217,5911,3193,68,156,294,272,9535,324,53,12,池田町　　　　
10093,1397,5982,2714,66,77,337,281,7769,277,34,11,松川村　　　　
9205,1142,5900,2163,76,86,374,411,9430,173,41,11,白馬村　　　　
3221,371,1722,1127,21,44,84,142,3773,164,14,4,小谷村　　　　
15730,2029,9150,4544,98,171,405,448,17134,474,61,27,坂城町　　　　
11072,1518,6454,3096,80,119,338,282,9243,210,38,19,小布施町　　　
7563,996,4574,1993,44,83,155,212,5851,142,20,14,高山村　　　　
13678,1485,7589,4572,62,181,295,455,13044,550,62,17,山ノ内町　　　
4939,616,2733,1590,29,85,114,162,4698,162,13,10,木島平村　　　
3853,444,2172,1237,23,62,97,111,3754,136,18,3,野沢温泉村　　
9238,1002,5155,3081,51,132,252,259,8905,353,25,14,信濃町　　　　
3041,301,1465,1275,22,52,72,84,2756,208,8,3,小川村　　　　
11865,1346,6915,3604,81,157,249,323,9709,262,46,18,飯綱町　　　　
2215,193,999,1023,9,51,55,44,2273,150,7,3,栄村　　　　　
413136,55653,255692,98022,3524,3813,11560,11835,433077,15190,2293,765,岐阜市　　　　
161160,22844,100910,36669,1372,1429,4694,4481,168318,4541,837,275,大垣市　　　　
92747,13267,54341,25025,813,959,2082,2331,98515,2857,434,159,高山市　　　　
112595,15142,71198,25286,902,910,2980,3262,98886,3010,503,194,多治見市　　　
91418,13019,57579,20654,772,821,2492,2624,91175,2121,439,143,関市　　　　　
80910,11086,47053,22489,653,912,1612,1900,82963,2502,405,129,中津川市　　　
22629,2600,13789,6240,132,256,519,661,22742,670,103,21,美濃市　　　　
40387,5319,24554,10500,304,427,1040,1423,39241,1196,188,64,瑞浪市　　　　
67197,10087,42600,14101,619,582,1794,1904,58145,1250,338,128,羽島市　　　　
53718,7052,31020,15542,401,632,1223,1286,53523,1710,212,73,恵那市　　　　
54729,8468,35257,10621,512,398,2106,1735,54963,1131,306,97,美濃加茂市　　
60475,7703,36495,16252,449,643,1397,1538,57652,1864,271,107,土岐市　　　　
145604,21548,92027,31641,1285,1111,4622,4510,130110,3298,779,266,各務原市　　　
97436,14240,63414,19574,841,663,3008,3158,88079,1820,497,198,可児市　　　　
29629,3766,18230,7633,185,302,571,774,25731,737,126,31,山県市　　　　
51950,8463,34630,8420,640,297,2221,2129,41090,832,350,105,瑞穂市　　　　
26732,3343,14471,8913,188,399,458,650,27595,878,87,27,飛騨市　　　　
35047,5288,21662,8046,263,312,1118,1126,32924,712,153,46,本巣市　　　　
44491,5818,24354,14315,315,573,730,900,46634,1460,213,50,郡上市　　　　
36314,4524,19733,12028,279,441,711,908,38397,1277,141,62,下呂市　　　　
37941,4783,24175,8966,239,375,788,1032,33235,668,161,57,海津市　　　　
23804,3682,15653,4380,275,157,1219,1214,23362,494,156,60,岐南町　　　　
22809,3349,13991,5413,231,193,862,866,21115,628,132,38,笠松町　　　　
31332,4071,19623,7418,259,337,623,801,27754,602,134,39,養老町　　　　
28505,4154,17554,6735,221,275,700,708,25143,630,118,51,垂井町　　　　
8096,892,4757,2438,46,96,114,221,8057,264,28,6,関ケ原町　　　
20065,2834,12491,4737,163,185,548,655,17470,382,104,26,神戸町　　　　
10028,1605,6414,1989,109,79,289,321,8485,87,57,18,輪之内町　　　
15271,2423,9642,3194,134,143,464,476,15942,212,77,23,安八町　　　　
23784,2841,13824,7086,132,290,457,648,24290,875,88,25,揖斐川町　　　
23859,3813,14908,5114,203,199,636,634,19999,385,97,47,大野町　　　　
24980,3929,15357,5612,192,200,643,606,21036,458,97,45,池田町　　　　
18395,3052,11983,3360,213,105,882,976,14591,473,123,50,北方町　　　　
8361,1091,5631,1598,74,71,366,364,8048,156,44,14,坂祝町　　　　
5516,721,3433,1362,42,52,185,159,4881,87,21,4,富加町　　　　
10593,1449,6327,2810,77,106,321,330,9357,255,39,13,川辺町　　　　
4484,459,2388,1637,11,70,95,135,4177,169,14,2,七宗町　　　　
12045,1393,6736,3916,58,176,257,326,10954,413,51,16,八百津町　　　
9530,1064,4851,3615,45,153,202,297,10032,390,34,18,白川町　　　　
2514,294,1212,1008,11,39,52,78,2728,104,11,3,東白川村　　　
18824,2347,11893,4544,130,205,602,653,16071,461,101,37,御嵩町　　　　
1733,272,948,496,13,16,54,50,2108,50,2,2,白川村　　　　
255375,32264,156400,65368,1937,2399,8688,9000,290425,9345,1249,484,　静岡市葵区　　　　　
213059,28607,136786,46289,1946,1678,9669,9230,212082,6295,1343,395,　駿河区　　　　
247763,30802,151559,64376,1863,2488,5894,6296,246625,8052,1206,447,　清水区　　　　
202304,25911,126489,49821,1597,2046,6784,7490,225199,7159,1115,515,沼津市　　　　
39611,3204,21103,15298,175,605,1897,1817,42721,4716,147,90,熱海市　　　　
111838,15072,71046,25442,922,929,4342,4455,108048,3657,589,224,三島市　　　　
132001,18762,82933,29673,1213,1174,3453,3438,122433,3231,735,320,富士宮市　　　
71437,8014,39255,23547,420,933,2276,2131,69775,4559,326,140,伊東市　　　　
100276,13533,60879,25697,790,1109,2168,2416,95890,2307,429,143,島田市　　　　
254027,37154,160844,55277,2308,2123,6155,6150,253881,5716,1478,582,富士市　　　　
168625,23278,106079,37204,1511,1352,4320,4623,171302,3287,987,297,磐田市　　　　
143249,20063,89377,33672,1255,1212,3918,3836,133675,3095,774,279,焼津市　　　　
116363,16352,73464,25433,1032,1001,3552,3631,117460,1980,663,181,掛川市　　　　
142151,19603,88090,33846,1094,1263,4432,4228,128420,2977,676,223,藤枝市　　　　
89030,13763,57916,17351,948,633,3877,3847,84959,1694,552,198,御殿場市　　　
84846,13145,55091,16169,977,634,2825,2774,81870,1244,515,166,袋井市　　　　
25013,2635,14066,8260,160,364,852,998,27524,1582,103,59,下田市　　　　
54546,8170,35258,10259,604,370,2295,2554,54927,968,430,90,裾野市　　　　
60107,8550,38431,12778,466,522,1712,1836,65034,1155,301,96,湖西市　　　　
34202,3617,19765,10795,176,450,1060,1386,33846,1389,117,62,伊豆市　　　　
34700,4861,21810,7826,300,333,1015,1174,33424,546,194,66,御前崎市　　　
47041,6790,29800,10298,408,430,1250,1452,45184,670,220,79,菊川市　　　　
49269,6388,29950,12699,371,497,1758,1816,47583,1755,234,127,伊豆の国市　　
49019,6507,30339,12116,368,524,1220,1450,53183,897,275,105,牧之原市　　　
14064,1402,7839,4809,65,195,542,544,14757,946,59,14,東伊豆町　　　
7998,961,4341,2695,51,114,228,244,7579,391,31,14,河津町　　　　
9516,999,4952,3560,54,185,303,332,9425,602,32,17,南伊豆町　　　
7653,831,3971,2841,40,119,221,244,7642,468,31,9,松崎町　　　　
9469,881,4748,3839,43,186,208,270,10242,661,30,12,西伊豆町　　　
38571,5113,23929,9499,275,325,1394,1469,31184,1110,194,91,函南町　　　　
32302,5079,20445,6652,317,231,1385,1515,31565,790,205,102,清水町　　　　
40763,6721,26216,7668,468,284,2479,2296,38274,858,301,97,長泉町　　　　
20629,2830,13170,4616,150,186,1016,1257,22259,502,117,28,小山町　　　　
29815,4492,18779,5993,307,266,1008,1048,30391,427,188,59,吉田町　　　　
8074,697,3969,3407,36,141,138,236,8499,410,21,17,川根本町　　　
19435,2431,11613,5387,136,236,434,508,19591,451,83,31,森町　　　　　
160015,18232,105194,32946,1187,1228,11616,11107,171004,8485,1032,272,　名古屋市千種区　　　　
73272,7325,47915,14927,603,577,6159,5809,116861,4032,571,177,　東区　　　　　
165785,19875,105058,39322,1379,1550,7925,8166,146873,8949,997,376,　北区　　　　　
144995,17823,93577,31658,1263,1244,7522,7939,144834,6379,1053,322,　西区　　　　　
136164,12889,86944,33350,916,1458,8213,7965,234452,8769,911,287,　中村区　　　　
78353,5235,49134,14292,547,593,8369,7937,324987,4384,767,306,　中区　　　　　
105536,11361,69694,21969,744,836,6738,7000,117056,5294,620,164,　昭和区　　　　
105061,12603,67345,24085,848,981,5749,5901,101695,5222,619,157,　瑞穂区　　　　
64719,6844,42078,15143,448,642,4158,4069,87531,3338,425,124,　熱田区　　　　
221521,30624,142849,45902,2264,1826,10305,10487,191259,8248,1563,567,　中川区　　　　
149215,21011,96995,31200,1320,1302,5733,6101,169422,5552,908,443,　港区　　　　　
